gene,Control,Control,Control,M2b,M2b,M2b
Lamtor3,327,257,387,379,427,197
Dapp1,253,64,178,194,299,291
Gm5105,1,0,0,0,0,0
Mttp,3,3,12,20,34,3
Trmt10a,38,44,27,32,44,6
4930579F01Rik,0,0,0,0,0,0
0610031O16Rik,0,0,0,0,0,1
Adh7,5,0,0,0,0,0
Adh1,16,6,12,8,21,27
Adh6a,0,0,0,0,0,0
Adh6-ps1,0,0,0,0,0,0
Adh4,0,0,0,0,0,0
Adh5,173,128,127,88,135,131
Metap1,180,151,191,196,191,157
Eif4e,725,1059,1294,1655,1109,867
Mir1956,7,9,8,4,1,1
4930425O10Rik,0,0,0,0,0,0
Tspan5,50,45,50,47,55,26
Rap1gds1,222,93,207,109,89,148
Stpg2,0,0,0,0,0,0
Mir7j,0,0,0,0,0,0
Pdha2,0,0,0,0,0,0
Unc5c,0,0,0,0,9,1
Bmpr1b,1,2,0,0,5,0
Pdlim5,415,251,339,203,462,343
Gbp5,1234,640,1014,844,1709,1912
Gbp7,432,242,517,387,776,787
Gbp3,2303,915,1207,761,2028,2494
Gbp2b,161,22,66,65,55,90
Gbp2,2099,633,1017,559,3903,3358
Mir6381,0,0,0,0,0,0
Ccbl2,0,0,8,1,2,0
Gtf2b,262,197,185,191,336,361
Pkn2,599,489,575,515,1125,785
A830019L24Rik,0,0,0,0,13,0
Gm6260,0,0,0,0,0,0
Lmo4,265,264,210,159,363,469
Hs2st1,354,182,284,143,174,160
Sep15,649,547,488,491,602,554
Sh3glb1,1390,1112,1437,1615,1604,1305
Clca3a1,7,6,1,1,1,0
Clca3a2,0,7,5,0,0,0
Clca3b,31,98,8,0,104,41
Clca4c-ps,0,0,0,0,0,0
Clca4b,5,4,0,0,4,1
Clca4a,54,16,0,0,0,38
Clca1,6,12,1,7,1,5
Clca2,0,0,0,0,0,0
Odf2l,5,10,57,13,25,10
Col24a1,0,2,0,9,3,1
Znhit6,38,19,31,43,26,8
Cyr61,74,52,35,102,115,111
Ddah1,3,2,0,0,7,1
Bcl10,311,213,273,273,411,417
2410004B18Rik,67,30,22,42,92,75
Syde2,6,0,0,0,0,2
Wdr63,0,6,0,1,4,0
Mcoln3,6,1,2,11,0,1
Mcoln2,135,330,118,222,269,206
Lpar3,0,9,10,0,0,3
Gm10636,0,0,0,0,0,0
Ssx2ip,51,26,25,19,59,68
Ctbs,28,10,21,49,59,38
Spata1,0,0,23,10,47,11
Gng5,292,249,306,367,484,370
Rpf1,208,168,151,140,245,212
Dnase2b,0,0,0,0,0,0
Uox,0,0,0,0,0,0
Gm16325,0,0,0,0,6,0
4930503B20Rik,0,0,0,0,8,2
Prkacb,180,173,189,203,381,241
Ttll7,1,0,0,0,0,7
Adgrl2,165,99,53,105,151,123
Gm1653,0,0,0,0,0,0
Adgrl4,0,0,13,0,5,0
Ifi44,162,60,40,37,90,124
Ifi44l,0,0,0,0,0,0
Ptgfr,0,0,0,0,0,3
Gipc2,23,2,1,3,17,13
Dnajb4,273,166,232,215,408,349
Fubp1,630,436,474,607,806,797
Nexn,0,17,20,1,28,5
Fam73a,51,12,31,80,26,14
Usp33,177,182,102,118,234,269
Zzz3,480,449,363,235,698,646
Ak5,3,0,0,0,9,0
AI115009,0,0,0,0,0,0
Pigk,154,107,118,156,139,171
St6galnac5,0,0,0,1,0,0
4930482G09Rik,0,0,0,0,0,0
St6galnac3,0,0,0,0,0,0
1700012D16Rik,0,0,0,0,0,2
5730460C07Rik,0,0,0,0,0,0
Asb17,0,0,0,0,0,0
Asb17os,0,0,0,0,0,0
Msh4,3,24,15,2,8,0
Rabggtb,139,166,71,184,201,138
Snord45b,8,4,3,5,1,5
Snord45c,0,18,21,18,27,5
Acadm,179,39,89,68,202,99
Slc44a5,0,0,0,0,0,3
Lhx8,0,0,0,0,0,0
AI606473,0,0,0,0,0,0
Tyw3,0,30,4,1,12,9
Cryz,2,1,1,9,10,7
Erich3,0,2,0,0,0,0
Tnni3k,0,0,0,1,5,9
Fpgt,72,35,67,88,75,63
Lrriq3,0,0,0,7,0,1
9330178D15Rik,16,0,0,0,18,9
4930570G19Rik,0,0,3,12,0,0
Negr1,14,2,1,0,0,10
Zranb2,371,359,354,544,584,560
Mir186,0,0,0,0,7,0
Ptger3,0,0,0,0,0,7
Cth,10,16,2,0,25,0
Ankrd13c,426,217,232,204,496,340
Srsf11,883,599,989,1055,1783,1813
Lrrc40,92,22,31,45,78,69
Lrrc7,0,0,0,0,0,0
Gm20752,0,0,0,0,0,0
Depdc1a,0,0,0,0,0,0
Rpe65,0,0,0,0,0,0
Wls,99,80,103,150,55,71
Vmn1r2,0,0,0,0,0,0
Vmn1r3,0,0,0,0,7,0
Mir3471-2,0,0,0,0,0,0
Tmem68,99,62,68,45,141,103
Tgs1,201,173,201,200,301,314
2210414B05Rik,2,0,0,0,0,0
Lyn,1301,1152,1633,1647,2226,1823
6330407A03Rik,3,14,40,3,5,8
Rps20,578,612,960,894,803,942
Mos,0,0,0,0,0,0
Plag1,0,0,2,3,0,4
Chchd7,38,36,21,39,37,53
Sdr16c5,2,0,0,0,0,0
Sdr16c6,0,0,0,0,0,0
Penk,3,9,12,5,18,60
Gm11780,0,0,0,0,0,0
Impad1,165,381,271,160,307,309
4930423M02Rik,9,0,12,2,0,0
Fam110b,0,2,1,24,4,0
Ubxn2b,30,9,4,0,7,34
Cyp7a1,6,0,0,0,7,0
Sdcbp,3531,4060,4488,4271,3445,3110
Nsmaf,75,78,190,244,55,81
Tox,5,1,4,16,6,3
8430436N08Rik,0,0,0,0,0,0
Car8,2,0,11,0,5,0
Rab2a,1071,551,753,516,1197,1032
Chd7,722,722,822,890,2241,1795
Clvs1,0,0,0,0,20,0
Asph,724,488,586,411,552,458
4930412C18Rik,0,0,0,0,0,0
Gdf6,3,6,0,0,0,0
4930448K20Rik,0,0,0,0,0,1
1700123O12Rik,0,0,0,0,0,0
2610301B20Rik,27,18,5,0,14,2
Plekhf2,539,481,534,611,686,621
Ndufaf6,6,5,25,16,8,35
Mir684-2,0,0,0,0,0,0
Trp53inp1,393,288,315,230,451,536
Ccne2,5,4,7,0,29,8
Ints8,220,194,182,180,391,287
Dpy19l4,45,48,58,76,56,76
Esrp1,9,10,5,9,5,13
1110037F02Rik,465,222,350,346,707,539
Rad54b,0,0,0,2,12,0
Fsbp,0,0,0,1,0,0
Gem,39,94,97,132,252,219
Cdh17,173,72,0,11,40,22
Pdp1,42,76,120,104,63,32
1700123M08Rik,0,0,0,0,0,8
Tmem67,76,5,61,43,53,49
Rbm12b2,306,216,468,370,453,398
Rbm12b1,267,172,375,316,345,360
Fam92a,16,0,6,11,3,14
Triqk,0,0,0,0,0,0
Runx1t1,0,0,1,0,6,8
Gm2560,0,0,0,0,2,0
Slc26a7,0,7,0,9,0,0
Lrrc69,0,0,0,0,0,7
Otud6b,298,172,207,60,361,270
Tmem55a,29,40,24,16,54,37
Gm11837,0,0,0,0,0,0
Necab1,0,0,0,0,0,0
Tmem64,119,53,39,30,86,88
Calb1,0,0,0,0,0,0
Decr1,20,13,19,7,18,8
Mir6400,0,0,0,0,0,0
Nbn,112,226,186,401,111,173
Osgin2,166,263,199,388,379,281
Ripk2,283,213,227,322,378,275
A530072M11Rik,0,0,0,0,6,16
Mmp16,4,0,0,0,0,0
Cngb3,0,2,0,0,0,0
Cpne3,416,248,335,186,333,360
Rmdn1,35,3,12,1,25,20
Wwp1,188,301,298,322,218,143
Slc7a13,0,0,2,13,2,0
Atp6v0d2,109,106,240,171,61,55
4930480G23Rik,0,0,0,0,0,0
Ttpa,0,13,0,0,6,0
Ggh,135,84,145,176,228,170
Nkain3,1,0,0,4,0,0
Prdm13,0,0,0,0,0,0
Ccnc,106,63,51,44,144,111
Tstd3,9,6,35,7,3,17
Usp45,66,54,124,48,138,178
4930528A17Rik,4,3,11,6,18,5
Pnisr,298,290,532,220,792,730
Coq3,39,1,8,7,31,13
Faxc,0,0,0,0,5,22
Fbxl4,3,3,17,0,5,12
Pou3f2,0,1,0,1,1,0
Pnky,0,0,0,0,0,0
Mms22l,0,2,0,17,24,14
Klhl32,0,0,0,0,2,0
Ndufaf4,37,52,52,74,70,34
Gpr63,0,0,0,0,0,0
Fhl5,0,0,0,0,6,0
Ufl1,157,78,142,122,148,67
Fut9,0,4,0,0,9,0
Manea,56,43,104,39,36,43
4930548K13Rik,0,0,0,0,0,0
Epha7,16,2,0,2,4,4
4930556G01Rik,0,0,0,0,0,0
Map3k7,288,288,394,276,531,391
Bach2,150,108,357,357,214,150
Bach2os,2,1,13,17,0,5
Gja10,0,0,0,0,0,0
Casp8ap2,323,102,237,72,487,374
Mdn1,779,691,739,844,1532,1315
Lyrm2,21,21,11,9,55,51
Ankrd6,1,0,2,0,0,0
Rragd,26,37,39,30,13,10
4933421O10Rik,20,1,26,29,23,23
Ube2j1,501,555,442,409,622,644
Gabrr2,0,3,1,0,15,0
Gabrr1,0,0,0,0,1,0
Pm20d2,0,0,0,0,4,0
Srsf12,0,0,0,0,5,0
Pnrc1,834,741,804,890,1350,914
Rngtt,388,146,159,81,417,200
Mir8118,0,0,0,0,0,0
Cnr1,0,0,0,0,0,0
Spaca1,0,0,0,0,0,0
Akirin2,283,249,276,316,250,327
Orc3,189,123,95,89,146,175
Rars2,35,21,47,18,36,27
Slc35a1,47,11,9,33,18,4
1700003M02Rik,0,2,0,0,0,0
Gm136,0,0,0,0,0,0
Smim8,14,4,6,0,25,19
Zfp292,278,318,297,400,418,409
Cga,0,0,0,0,0,0
Platr9,0,0,0,0,0,0
Mob3b,23,56,45,46,25,59
Ifnk,0,0,0,0,0,0
3110043O21Rik,216,257,237,398,376,333
Lingo2,0,0,0,0,0,0
Mir876,0,0,0,0,0,0
Mir873b,0,0,0,0,0,0
Mir873a,0,0,0,0,0,0
1700009N14Rik,0,0,0,1,0,0
Aco1,277,158,109,136,247,177
Ddx58,1314,517,1103,766,1074,1022
Topors,649,496,473,628,932,624
Toporsos,13,1,1,0,13,4
Ndufb6,74,12,25,12,94,94
4930509K18Rik,0,0,2,0,0,0
Tmem215,0,0,0,0,0,0
4933428C19Rik,0,0,1,0,0,0
Aptx,70,38,30,41,105,44
Gm6297,0,0,0,6,0,15
Dnaja1,1157,826,1875,2205,1641,1223
Mir207,5,0,6,10,7,1
Smu1,461,376,335,432,655,558
B4galt1,642,565,712,604,711,610
Mir5123,1,2,3,1,0,1
Spink4,0,1,0,0,0,0
Bag1,1009,409,425,473,810,797
Chmp5,319,238,201,236,557,404
Nfx1,209,224,334,293,333,304
Mir3094,0,0,0,0,0,0
Aqp7,0,0,0,0,0,0
Aqp3,0,0,0,1,6,0
Nol6,113,125,108,70,150,116
Ube2r2,496,326,336,103,679,611
Ubap2,310,225,341,342,456,472
Dcaf12,224,293,202,144,421,393
Ubap1,1223,1219,1046,1150,2056,1803
Kif24,2,2,28,7,1,0
Nudt2,14,4,4,7,7,11
AI464131,1,8,16,0,0,1
1110017D15Rik,4,0,0,0,13,0
Fam219aos,0,0,0,0,0,0
Fam219a,49,71,18,25,56,69
Dnaic1,4,0,0,0,0,3
Enho,0,0,5,0,0,1
Cntfr,0,0,0,0,1,0
Rpp25l,20,12,14,11,32,34
Dctn3,129,59,124,97,123,73
Arid3c,0,0,0,0,0,0
Sigmar1,113,73,72,64,58,55
Galt,18,6,13,15,28,38
Il11ra1,161,91,157,173,144,165
Ccl27a,5,4,2,5,0,1
Gm3893,0,0,0,0,11,0
Ccl21c,0,0,0,0,11,32
Gm10591,0,0,0,0,11,32
Gm13304,0,0,0,0,11,32
Gm21541,0,0,0,0,11,32
Ccl21b,0,0,0,0,11,32
Gm13308,0,0,2,0,0,0
Gm21586,0,0,2,0,0,0
Gm20878,0,0,2,0,0,0
Fam205a2,8,8,0,0,0,10
4933409K07Rik,2,10,3,2,18,2
Ccl27b,3,0,5,0,0,0
LOC100861978,3,0,5,0,0,0
Gm13306,3,0,5,0,0,0
Gm2506,3,0,0,0,0,0
Gm2002,23,0,42,11,3,44
Il11ra2,23,0,42,11,3,44
Gm13305,23,0,42,11,3,44
Ccl19,0,0,0,0,0,15
Gm1987,0,0,2,10,14,9
Ccl21a,0,0,2,10,14,9
Fam205a1,0,6,0,0,0,0
Fam205c,0,2,0,0,0,9
Phf24,0,0,0,0,0,10
Dnajb5,38,43,24,21,107,76
1700022I11Rik,0,8,0,0,0,0
Vcp,2763,2569,2023,1786,3522,3118
Fancg,16,27,4,0,35,50
Pigo,7,5,15,53,23,35
Stoml2,74,42,80,19,97,78
Fam214b,268,285,322,239,366,340
Unc13b,26,10,13,11,39,14
Atp8b5,0,0,0,0,0,0
Rusc2,291,354,250,323,263,248
Fam166b,0,0,0,0,1,0
Tesk1,400,279,318,190,348,343
Cd72,226,114,340,347,226,216
Sit1,0,0,0,2,4,2
Rmrp,115,162,1116,1171,901,1189
Ccdc107,24,12,14,8,10,9
Arhgef39,7,2,1,0,8,7
Car9,1,14,4,1,0,1
Tpm2,28,40,117,124,40,25
Tln1,3492,3235,3717,3401,4146,4271
Creb3,68,61,71,67,151,84
Gba2,14,8,28,28,75,65
Rgp1,125,52,72,40,105,101
Msmp,0,0,0,0,0,0
Npr2,0,5,0,0,0,7
Spag8,3,0,0,0,1,1
Hint2,10,3,36,6,9,16
Fam221b,0,0,0,0,0,0
Tmem8b,5,10,9,0,3,13
Olfr70,0,0,0,0,1,0
Olfr71,0,0,0,0,0,0
Hrct1,4,0,0,0,0,0
5430416O09Rik,0,0,1,0,0,0
A630077J23Rik,0,0,0,0,0,0
Olfr159,0,0,0,0,0,0
Olfr29-ps1,0,0,0,0,0,0
Olfr156,0,1,0,0,0,0
Olfr157,0,7,0,0,0,0
Olfr155,0,0,0,0,0,0
Reck,0,7,8,11,18,11
Glipr2,32,20,48,13,46,89
Ccin,0,0,2,1,0,0
Clta,1576,1261,1326,1535,2301,2458
Gne,36,35,46,34,28,19
Gm12504,0,7,3,0,5,6
Rnf38,270,137,208,109,406,247
Mir5106,0,0,6,0,1,0
Melk,0,0,2,0,3,4
Pax5,14,5,88,56,75,23
5730488B01Rik,1,0,0,0,3,0
Zcchc7,214,161,291,234,208,179
Grhpr,14,1,0,0,4,7
Zbtb5,134,51,127,86,146,127
Polr1e,9,15,34,25,18,9
Fbxo10,23,5,7,17,6,13
Tomm5,96,47,63,66,94,44
Frmpd1,0,5,0,0,12,0
Frmpd1os,0,0,0,0,0,0
Trmt10b,46,15,2,7,42,19
Exosc3,31,101,43,82,100,75
Dcaf10,130,168,157,117,259,175
Slc25a51,243,290,153,162,304,199
Shb,31,55,16,31,62,37
Gm829,0,0,0,0,0,0
Gm12409,0,0,0,0,0,0
Aldh1b1,57,44,110,63,55,103
Igfbpl1,0,0,0,0,0,0
Stra6l,235,154,368,279,155,112
Ccdc180,26,27,65,122,21,24
Tdrd7,520,374,549,451,607,524
Tmod1,2,2,9,2,1,5
Tstd2,297,198,140,71,360,196
Ncbp1,196,120,165,200,271,227
Xpa,57,40,61,38,96,79
Foxe1,0,0,0,0,0,0
5830415F09Rik,49,28,16,24,36,33
Hemgn,0,0,0,0,0,0
Anp32b,865,846,1114,1163,1338,1194
Nans,163,141,109,55,189,198
Trim14,553,153,399,328,425,321
Coro2a,846,426,410,294,944,1083
Tbc1d2,35,18,6,7,33,36
Gabbr2,18,3,6,0,4,0
Anks6,3,2,14,17,1,4
Galnt12,64,10,25,18,12,2
Col15a1,169,162,137,151,143,142
Tgfbr1,2359,2203,2087,2083,1571,1266
Alg2,50,21,70,46,30,21
Sec61b,108,125,77,107,209,138
Nr4a3,438,472,524,634,1600,1354
Stx17,57,38,36,70,69,47
Erp44,476,374,232,339,710,444
Invs,87,31,34,43,71,66
Tex10,134,129,136,202,209,122
Msantd3,38,75,25,94,125,105
Tmeff1,10,0,17,7,48,15
Murc,0,0,0,0,0,0
Lppr1,2,6,0,0,0,0
Acnat2,0,0,0,0,0,0
Acnat1,1,0,0,0,14,4
Baat,1,0,0,0,0,0
Mrpl50,55,73,47,58,71,84
Zfp189,105,34,18,49,56,84
Aldob,8,15,2,0,3,0
Tmem246,0,12,0,0,7,1
Rnf20,504,377,389,488,872,736
Grin3a,0,0,0,0,0,6
Ppp3r2,0,0,5,0,0,0
Cylc2,0,0,0,0,0,0
C630028M04Rik,3,0,0,0,0,0
Smc2os,0,0,0,0,6,0
Smc2,128,35,57,67,125,154
Toporsl,0,0,0,0,0,0
4930552N02Rik,0,0,0,0,0,0
Olfr275,0,0,0,0,0,0
Olfr273,0,0,0,0,0,0
Olfr272,0,0,0,0,0,0
Olfr270,0,0,0,0,0,0
Nipsnap3a,4,0,0,0,3,0
Nipsnap3b,63,62,59,66,78,70
Abca1,1855,1498,2256,1620,2576,2380
4930522O17Rik,0,0,0,0,0,0
AI427809,3,0,2,6,0,1
Slc44a1,451,455,477,530,315,355
Fsd1l,12,0,12,0,25,13
Fktn,26,20,6,19,25,10
Tal2,0,0,2,0,1,1
Tmem38b,36,28,139,113,182,155
Zfp462,1,0,6,6,8,0
Rad23b,902,937,623,642,1178,948
Gm12505,0,0,0,0,0,0
Klf4,109,192,224,315,485,549
Actl7b,0,0,4,0,0,0
Actl7a,0,0,0,0,0,0
Ikbkap,128,155,99,198,183,193
Fam206a,54,26,27,36,36,79
Ctnnal1,15,12,36,36,25,9
Tmem245,67,51,166,66,130,137
Mir32,0,0,3,0,0,0
Frrs1l,3,0,0,0,0,6
Epb4.1l4b,8,11,0,0,22,6
Gm12530,0,0,0,0,0,0
Ptpn3,16,24,11,5,20,7
1700042G15Rik,0,0,0,0,2,1
Palm2,0,2,0,0,0,0
Pakap,36,26,41,55,55,91
Akap2,36,24,41,55,55,91
D630039A03Rik,0,1,0,0,0,0
Txn1,835,652,458,408,676,789
Txndc8,0,0,0,0,1,0
Svep1,96,105,103,38,137,172
Musk,3,2,7,8,22,6
Lpar1,239,165,140,67,257,304
Mir3095,11,0,0,0,0,0
Olfr267,0,0,0,0,0,0
AI314180,1223,752,897,626,1310,1168
Zkscan16,3,0,0,0,0,1
Ptgr1,483,326,154,52,806,721
Dnajc25,47,59,45,66,46,56
Gng10,35,34,63,71,35,54
Ugcg,401,934,773,776,583,365
Gm12596,0,3,0,0,0,0
Susd1,37,25,66,30,31,10
Ptbp3,1714,1664,1820,1830,2457,1875
Hsdl2,102,54,195,126,58,101
E130308A19Rik,4,9,30,22,48,9
Inip,98,71,92,83,51,109
Snx30,88,154,240,307,118,133
Slc46a2,0,0,0,0,0,0
Mup4,0,0,0,0,0,0
Mup6,0,0,0,0,0,0
Mup15,0,12,0,0,0,0
Mup7,0,6,0,0,0,0
Mup2,0,0,0,0,26,0
Mup8,1,0,0,0,0,0
Mup9,0,5,3,0,0,0
Mup1,0,0,0,0,52,0
Mup10,0,0,0,0,1,0
Mup11,0,0,0,0,26,0
Gm2083,0,29,0,0,27,0
Mup12,0,0,0,0,0,0
Mup13,0,0,0,0,0,0
Mup14,0,0,0,0,0,0
Mup16,0,0,0,0,0,0
Mup17,0,0,0,0,0,0
LOC100048884,0,0,0,0,0,0
Mup19,0,29,0,0,1,0
Mup5,0,0,0,0,0,0
Mup20,0,0,0,0,0,0
Mup3,0,0,0,0,0,0
Mup21,0,0,0,0,0,0
Zfp37,1,15,17,3,16,8
Slc31a2,357,337,280,238,521,477
Fkbp15,574,447,676,561,689,470
Slc31a1,646,797,528,602,905,908
Cdc26,83,21,40,47,61,97
Prpf4,144,135,61,62,177,160
Rnf183,1,8,0,0,13,0
Wdr31,0,0,0,0,0,0
Bspry,21,24,2,0,5,17
Hdhd3,3,5,0,2,0,2
Alad,45,5,9,8,24,15
Pole3,85,64,58,46,87,75
4933430I17Rik,0,0,9,0,7,8
Rgs3,52,24,39,93,104,80
Zfp618,0,0,2,14,0,0
Ambp,0,0,0,0,2,2
Kif12,0,0,0,0,0,0
Col27a1,26,68,58,108,64,16
Mir455,0,0,0,0,0,1
Orm1,0,0,0,0,0,0
Orm3,0,0,0,0,0,0
Orm2,0,0,0,0,0,0
Akna,367,260,401,460,912,813
Whrn,0,2,11,24,28,11
Atp6v1g1,530,463,370,382,422,460
6330416G13Rik,32,34,94,39,75,14
Gm11213,0,0,0,0,0,0
1700018C11Rik,0,0,0,0,0,0
Tnfsf15,27,54,162,272,70,26
Tnfsf8,1,9,6,2,3,21
Tnc,82,55,20,16,51,20
Pappa,0,14,0,0,7,9
Astn2,0,4,0,0,0,0
Trim32,40,44,18,7,45,36
Tlr4,181,53,160,86,450,426
Brinp1,0,0,0,0,0,0
Cdk5rap2,163,99,178,194,396,250
Megf9,7,24,15,41,28,23
Tle1,338,124,206,133,159,88
C630043F03Rik,2,1,6,2,0,0
Aldoart1,5,2,0,0,4,3
Gm11487,0,10,0,1,0,0
Gm11236,26,0,0,10,3,0
LOC100862015,24,0,0,0,0,0
Gm11237,26,0,0,10,3,0
LOC101055863,24,0,0,40,12,0
LOC100502896,38,0,0,10,3,0
Gm428,8,0,0,40,12,0
Rasef,15,16,8,0,0,0
Gm11240,15,0,0,0,0,0
Gm13871,0,0,0,2,3,5
Gm11758,0,0,0,2,3,5
Gm11757,0,0,0,2,3,5
2310002L09Rik,0,0,0,0,0,1
Frmd3,0,0,0,0,0,0
Kdm4c,167,107,243,161,218,186
Tmem261,64,42,51,35,66,64
Ptprd,10,2,1,0,13,10
A430085M09Rik,0,0,0,0,0,0
Tyrp1,11,0,0,0,0,0
Lurap1l,15,0,0,9,0,1
Mpdz,20,15,19,13,17,6
Mir466h,0,0,0,0,0,0
Gm5860,0,0,0,0,0,0
Nfib,16,10,44,3,17,31
Zdhhc21,116,114,53,91,171,102
Cer1,0,0,0,0,0,0
Frem1,10,0,0,0,0,0
Ttc39b,203,131,114,141,341,150
Gm11413,0,0,0,0,0,0
Snapc3,80,38,76,90,114,71
Psip1,430,209,209,278,569,603
Ccdc171,18,35,67,55,45,12
6030471H07Rik,0,0,0,0,0,0
Bnc2,1,1,12,1,26,1
Cntln,52,32,28,112,57,51
Sh3gl2,0,1,0,3,9,4
Adamtsl1,13,13,4,0,24,15
Saxo1,0,4,0,3,0,0
Saxo1os,0,0,0,0,0,0
Rraga,163,110,143,160,134,160
Haus6,101,29,97,43,161,55
Scarna8,0,0,0,1,2,3
Plin2,2630,2931,1698,2475,2067,1774
Dennd4c,418,316,250,306,726,647
Rps6,3579,3207,4588,4955,4866,4225
Acer2,4,8,8,10,10,0
Slc24a2,0,0,0,0,0,0
Mllt3,26,15,42,27,64,65
Focad,0,12,24,21,8,15
Mir491,0,0,0,0,0,0
Hacd4,28,28,57,62,13,47
Ifnb1,166,300,333,624,69,65
Ifna15,0,0,0,0,0,0
Ifna14,0,0,0,0,0,0
Ifna9,0,0,0,0,0,0
Ifna12,0,0,0,0,0,0
C87499,0,0,0,0,0,0
Ifna13,0,0,0,5,0,0
Ifna16,0,0,0,0,0,0
Ifna2,0,0,0,0,0,0
Ifnab,1,0,0,0,0,0
Klhl9,328,395,477,344,356,339
Gm13271,0,0,0,0,0,0
Gm13286,10,0,0,1,0,0
Gm13283,5,0,0,0,0,0
Gm13289,0,0,0,0,0,0
Gm13290,0,0,0,0,0,0
Gm13285,0,0,0,0,0,0
Gm13272,1,0,0,0,0,0
Ifnz,0,0,1,0,0,1
Gm13276,0,0,0,0,0,0
Gm13277,0,0,0,0,0,0
Gm13278,0,0,0,0,0,0
Gm13279,0,0,0,0,0,0
Gm13275,0,0,0,0,1,0
Gm13287,0,0,0,0,0,0
Gm13288,0,0,0,0,0,0
Ifna7,0,0,0,0,0,0
Ifna11,0,0,0,0,0,0
Ifna6,0,0,0,0,0,0
Ifna5,0,0,0,0,0,0
Ifna4,0,0,0,0,0,0
Ifna1,0,0,0,0,0,0
Ifne,0,0,0,0,0,0
Mir31,0,0,0,0,0,0
Gm12603,0,0,0,0,0,0
Mtap,65,41,23,18,29,34
Cdkn2a,0,0,0,0,0,0
Cdkn2b,27,3,4,4,17,25
Dmrta1,0,0,0,0,0,3
Zfp352,0,0,0,0,0,0
Gm12633,0,0,0,0,0,0
Elavl2,0,0,0,0,0,0
Mir6402,0,0,0,0,0,0
Izumo3,0,0,0,0,0,0
Tusc1,12,5,3,12,20,27
Caap1,19,35,21,80,35,60
Plaa,604,626,395,481,770,535
Gm12657,13,40,19,26,49,41
Ift74,58,6,47,45,41,44
Lrrc19,0,19,0,0,0,0
Mir872,0,0,0,0,0,0
Tek,4,9,12,9,0,21
Eqtn,2,0,0,0,0,23
Mysm1,332,246,287,262,559,356
Jun,687,502,3466,4060,1356,1242
Fggy,8,0,4,21,3,2
9530080O11Rik,0,0,0,0,0,0
Hook1,71,30,17,53,20,19
Cyp2j13,0,0,0,0,1,0
Cyp2j12,0,0,0,0,0,0
Cyp2j11,0,0,0,1,0,0
Cyp2j8,0,0,0,0,0,0
Cyp2j6,3,0,0,1,3,9
Cyp2j9,0,0,0,0,28,0
Cyp2j5,0,2,0,0,0,0
Gm12695,0,0,0,0,0,0
E130114P18Rik,0,0,0,0,0,0
Nfia,12,27,31,34,23,9
Tm2d1,40,81,40,91,146,53
Inadl,24,20,63,102,18,45
L1td1,17,0,0,0,0,0
Kank4,0,0,0,0,4,0
Kank4os,0,0,0,0,0,0
Usp1,133,128,231,234,477,394
Dock7,413,220,334,252,304,258
Angptl3,0,0,0,0,14,0
Atg4c,36,53,47,48,120,129
Foxd3,0,0,0,0,0,0
Alg6,3,0,14,0,2,0
Itgb3bp,13,24,10,0,0,11
Efcab7,0,0,5,18,0,26
Pgm2,105,42,41,31,55,49
Ror1,8,2,0,0,5,17
Ube2u,0,0,0,0,0,0
Cachd1,15,17,20,0,12,3
Raver2,0,0,0,2,0,3
Jak1,2270,2103,2136,2140,4459,4115
E130102H24Rik,0,15,26,21,19,6
Mir101a,0,0,0,3,3,4
0610043K17Rik,1,0,3,5,5,0
Ak4,3,2,2,1,3,0
Dnajc6,0,4,0,0,2,2
Leprot,176,54,28,91,120,139
Lepr,36,7,26,9,9,6
B020004J07Rik,1,0,0,0,0,0
Gm12794,0,0,0,0,0,19
Gm12789,0,0,6,0,0,0
Pde4b,809,812,656,792,1654,1273
Sgip1,0,0,1,0,4,2
Gm12709,0,0,0,0,0,0
Tctex1d1,0,9,0,0,0,0
BB031773,0,0,4,0,0,1
Insl5,0,0,0,0,0,0
Wdr78,13,3,0,0,7,0
Mier1,719,473,511,538,1013,850
Slc35d1,24,11,8,9,43,13
4921539E11Rik,0,0,0,0,0,0
4930456L15Rik,0,0,0,0,0,0
Oma1,23,40,41,14,50,30
Gm12718,0,0,0,0,0,0
Dab1,0,0,0,0,0,2
C8b,0,0,0,0,3,0
C8a,0,0,0,0,0,0
1700024P16Rik,0,8,0,0,8,0
Prkaa2,7,0,4,0,0,2
Ppap2b,26,62,25,22,98,53
Usp24,685,702,833,802,971,868
Pcsk9,0,0,0,0,0,0
Bsnd,0,0,0,0,2,0
Dhcr24,50,19,43,14,105,106
BC055111,0,0,0,0,0,8
Ttc22,0,6,0,0,9,0
Pars2,3,9,21,7,20,17
Ttc4,57,37,22,49,85,73
Mroh7,0,0,0,0,0,0
Fam151a,0,0,0,0,0,0
Acot11,19,7,2,7,11,7
Ssbp3,40,7,12,12,34,36
Mrpl37,57,38,33,112,71,80
Cyb5rl,0,1,0,9,4,4
Cdcp2,0,0,0,0,0,0
Tceanc2,79,19,55,19,78,104
Tmem59,276,180,270,198,307,289
Ldlrad1,0,0,0,0,5,0
Lrrc42,55,40,73,48,173,151
Hspb11,18,12,27,11,0,37
Dio1,1,0,0,0,0,0
Yipf1,21,28,36,26,49,60
Ndc1,14,9,11,4,4,15
Glis1,3,1,0,2,0,0
Dmrtb1,0,0,0,0,0,0
Lrp8,118,104,139,88,130,99
Magoh,251,246,144,161,279,469
