gene,Control,Control,Control,M2b,M2b,M2b
Olfr467,0,0,0,0,0,0
Olfr469,0,0,0,0,0,0
Olfr470,0,0,0,0,0,0
Olfr472,0,0,0,0,0,0
Olfr473,0,0,0,0,0,0
Olfr474,0,0,0,0,0,0
Olfr476,0,0,0,0,0,0
Olfr477,0,0,0,0,0,0
Olfr478,0,0,0,0,0,0
Olfr479,0,0,0,0,0,0
Olfr480,0,0,0,0,0,0
Olfr481,0,0,0,0,0,0
Olfr482,0,0,0,0,0,0
Olfr483,0,0,0,0,0,0
Olfr484,0,0,0,0,0,0
Olfr485,0,0,0,0,0,0
Olfr486,0,0,0,0,0,0
Olfr487,0,0,0,0,0,0
Olfr488,0,0,0,0,0,0
Olfr490,0,0,0,0,0,0
Olfr491,0,0,0,0,0,0
Olfr492,0,0,0,0,0,0
Olfr493,0,0,0,0,0,0
Olfr494,0,0,0,0,0,0
Olfr495,0,0,0,0,0,0
Olfr497,0,0,0,0,0,0
Olfr498,0,0,0,0,0,0
Olfr502,0,0,0,0,0,0
Olfr503,0,0,0,0,0,0
Olfr504,0,0,0,0,0,0
Olfr506,0,0,0,0,0,0
Olfr507,0,0,0,0,0,0
Olfr508,0,0,0,0,0,0
Olfr509,0,0,0,0,0,0
Olfr510,0,0,0,0,0,0
Olfr512,0,0,0,0,0,0
Olfr513,0,0,0,0,1,0
Olfr514,0,0,0,0,0,0
Olfr516,0,0,0,0,0,0
Olfr517,0,0,0,0,0,0
Olfr518,0,0,0,0,0,0
Olfr519,0,0,0,0,0,0
Nlrp10,38,111,81,79,60,57
Eif3f,115,1067,975,897,645,871
Tub,0,0,0,0,0,0
Ric3,0,2,1,1,0,3
Lmo1,0,0,0,0,0,0
Stk33,0,0,0,0,0,0
Trim66,0,4,1,2,0,0
Rpl27a,277,1872,1841,2142,1209,1739
Snora3,0,5,1,3,7,4
St5,3,6,6,6,5,7
Akip1,46,214,184,268,119,163
BC051019,0,0,0,0,0,0
Ascl3,0,1,0,1,0,0
Tmem9b,71,427,404,457,313,411
Nrip3,0,1,5,14,4,6
Scube2,0,0,0,1,0,0
Dennd5a,196,1394,1433,1252,1003,1229
Tmem41b,75,474,455,393,373,419
1600010M07Rik,3,30,29,22,25,17
Ipo7,511,3512,3527,3981,2829,3208
Snora23,3,22,34,42,20,19
Zfp143,69,409,412,580,287,398
Wee1,37,169,231,151,123,179
Swap70,461,2051,1727,3279,1328,1690
Sbf2,169,1126,946,1050,778,784
Adm,0,0,2,1,1,0
Ampd3,121,578,504,693,493,541
Rnf141,27,300,317,217,186,247
Lyve1,0,2,0,2,0,0
Mrvi1,2,5,6,3,2,2
Gm16336,0,0,0,0,0,0
Ctr9,196,718,631,855,413,548
Eif4g2,1795,14068,13200,12663,10476,12258
1700012D14Rik,0,8,9,4,2,9
Galnt18,0,0,0,0,0,0
Usp47,416,1820,1702,3034,1381,1404
Dkk3,0,0,0,0,2,0
Mical2,129,763,705,702,617,661
Micalcl,6,7,10,6,3,4
Parva,0,0,0,0,1,0
Tead1,0,1,0,0,0,0
Rassf10,0,0,0,0,0,0
4930543E12Rik,0,0,0,0,0,0
Arntl,23,179,174,114,88,120
Btbd10,70,377,341,412,214,290
Pth,0,0,0,0,0,0
Far1,192,1315,1293,1167,881,961
Far1os,3,6,5,4,3,4
Spon1,0,0,0,2,0,0
Rras2,6,44,38,21,37,40
Copb1,305,1846,1690,1797,1243,1339
Psma1,190,1198,1102,1081,672,856
4933406I18Rik,0,3,1,5,3,2
Pde3b,207,1089,795,719,524,438
Cyp2r1,5,7,3,13,7,8
Calca,0,0,0,0,0,0
Calcb,0,2,0,1,1,3
Insc,0,0,0,0,0,0
A730082K24Rik,0,0,0,0,0,0
Sox6,0,0,0,0,0,0
1700003G18Rik,0,0,0,0,0,1
1110004F10Rik,710,1284,1091,2521,843,905
Plekha7,0,0,1,0,0,4
Rps13,133,829,859,1068,410,554
Pik3c2a,165,1003,1024,819,684,769
Nucb2,255,657,612,1457,307,517
Xylt1,53,474,418,399,343,367
Rps15a,224,1467,1370,1488,846,1077
Arl6ip1,128,926,1161,595,641,850
Smg1,465,2522,2632,2826,2289,2307
4930583K01Rik,1,0,0,0,0,0
Syt17,0,0,0,0,0,0
Itpripl2,274,2140,2083,2090,1920,2093
Coq7,22,115,86,142,82,103
Tmc7,0,0,0,0,0,0
Tmc5,0,0,0,0,0,0
Gde1,76,614,539,465,457,599
Ccp110,14,143,133,103,65,109
9030624J02Rik,174,1475,1243,1079,997,1266
Knop1,219,641,613,1278,565,618
Iqck,1,20,17,27,11,13
Gprc5b,21,146,183,228,185,184
Gpr139,0,0,0,0,0,0
Gp2,0,0,0,0,0,0
Umod,0,0,0,0,0,0
Pdilt,0,0,0,0,0,0
Acsm5,0,0,0,0,0,0
Acsm2,0,0,0,0,0,0
Acsm1,0,0,0,0,0,0
Acsm4,0,0,0,0,0,0
Thumpd1,151,878,780,1210,715,774
Acsm3,0,0,1,1,0,5
Eri2,14,170,189,113,126,157
2610020H08Rik,9,59,63,45,40,62
Dcun1d3,24,203,214,228,199,184
Lyrm1,6,45,38,48,29,32
Tmem159,35,315,222,151,141,188
Zp2,0,0,0,0,0,0
4930505K13Rik,0,0,0,0,0,0
Anks4b,0,0,0,0,0,0
Crym,0,0,0,0,0,0
Abca14,0,0,0,0,0,0
Abca15,0,0,0,0,0,0
Abca16,0,0,0,0,0,0
E130201H02Rik,3,5,15,3,17,24
Uqcrc2,90,739,591,417,463,589
Pdzd9,0,0,0,3,2,2
BC030336,37,168,154,181,146,123
Vwa3a,2,2,1,2,2,0
Eef2k,26,172,135,117,96,102
Polr3e,38,386,295,465,290,369
Cdr2,29,82,122,117,84,141
4933427G17Rik,0,0,0,0,0,1
Mettl9,70,372,338,274,204,275
Igsf6,236,1480,1022,1976,1321,1244
Otoa,0,0,0,0,1,0
Hs3st2,0,0,0,0,0,0
4933432K03Rik,0,0,0,0,0,0
1700025J12Rik,0,0,0,0,0,0
Usp31,48,397,410,457,420,453
Scnn1g,0,0,0,0,0,0
Scnn1b,0,0,0,0,0,0
Cog7,151,598,511,629,329,377
Gga2,67,381,347,342,334,323
Ears2,9,64,54,77,40,67
Ubfd1,65,385,379,288,270,301
Ndufab1,39,155,156,253,75,124
Palb2,19,88,109,56,54,88
Dctn5,50,407,370,327,284,310
Plk1,22,206,548,95,102,386
Ern2,0,0,0,0,0,2
Chp2,1,0,0,0,0,0
Prkcb,322,2117,2296,1768,1312,1851
Cacng3,0,0,0,0,0,0
4930413G21Rik,0,0,0,1,0,0
Rbbp6,243,1387,1142,1622,682,904
Tnrc6a,278,1463,1162,1649,867,917
Slc5a11,0,1,0,0,1,0
Arhgap17,164,1112,919,684,458,510
Lcmt1,18,202,196,106,82,135
Aqp8,0,0,0,0,0,0
Zkscan2,0,0,0,0,0,0
Hs3st4,0,2,0,0,0,0
3100003L05Rik,0,0,0,0,0,0
4933440M02Rik,0,0,0,0,0,0
4930571K23Rik,0,0,0,0,0,0
Kdm8,3,19,23,22,28,27
Nsmce1,39,243,326,229,162,246
Il4ra,103,620,554,642,624,549
Il21r,30,184,145,170,113,116
Gtf3c1,176,805,699,776,550,582
D430042O09Rik,27,244,171,168,119,139
Gsg1l,0,0,0,2,0,0
Xpo6,116,781,831,566,630,680
1700123J17Rik,0,0,0,0,0,1
Sbk1,16,105,71,53,57,51
Lat,1,9,4,8,5,18
Mir7058,0,0,0,0,0,0
Spns1,22,119,150,135,113,138
Nfatc2ip,23,128,188,105,95,138
Cd19,0,0,0,0,0,0
Rabep2,26,138,103,147,76,93
Atp2a1,0,0,0,0,0,1
Sh2b1,38,288,242,218,183,193
Tufm,82,673,570,477,448,550
Atxn2l,204,1656,1443,1540,1165,1370
Eif3c,1349,6977,6293,7655,4395,5845
Cln3,78,468,386,327,367,372
Mir7059,0,3,0,1,4,2
Apobr,763,1818,1377,3542,1076,1171
Il27,1,3,9,5,6,13
Nupr1,32,128,128,293,72,111
Ccdc101,12,125,98,116,51,87
Sult1a1,3,19,14,6,5,7
Slx1b,4,51,28,59,34,46
Bola2,44,205,194,306,148,207
Coro1a,372,3698,3167,2443,1923,2748
Mapk3,122,899,853,614,608,722
Gdpd3,2,13,13,10,1,10
Ypel3,62,286,201,122,98,89
Tbx6,0,1,1,2,0,1
Ppp4c,231,961,1010,973,713,885
Aldoa,2051,14868,14844,12757,10404,14413
Fam57b,2,5,7,3,2,2
4930451I11Rik,0,0,0,0,0,0
Doc2a,0,7,8,4,6,5
Ino80e,19,369,334,273,264,341
Hirip3,95,208,201,355,91,166
Taok2,171,899,909,1063,623,713
Tmem219,28,243,230,257,208,204
Kctd13,18,159,171,131,104,124
Asphd1,0,0,0,0,0,0
Sez6l2,5,47,31,25,14,34
Cdipt,93,680,663,640,524,571
Mvp,369,2049,1936,2449,1659,1984
Pagr1a,53,171,155,184,118,132
Prrt2,0,2,0,1,0,0
Maz,86,654,729,455,457,567
Kif22,29,181,349,81,73,220
Zg16,0,0,0,1,0,0
AI467606,23,219,214,134,156,192
Qprt,0,0,0,0,0,0
Spn,87,616,1212,444,353,960
Cd2bp2,98,520,495,548,346,491
Tbc1d10b,255,2067,1949,1792,1348,1695
Mylpf,4,1,4,5,0,4
Sept1,0,1,3,0,3,1
Gm4532,3,3,4,2,1,1
Zfp553,31,104,141,191,100,122
Zfp771,7,47,61,44,31,41
Dctpp1,9,113,104,76,59,134
Sephs2,96,705,582,453,358,519
Itgal,21,203,172,124,77,141
Zfp768,20,230,188,153,157,169
Zfp747,47,206,211,316,176,198
9130019O22Rik,27,162,152,129,170,153
E430018J23Rik,6,39,27,43,50,31
Zfp764,35,185,201,249,134,203
Zfp688,3,27,25,17,18,18
Zfp689,4,47,39,32,26,31
Prr14,29,319,312,208,171,195
Fbrs,116,772,598,686,510,524
Mir7060,0,0,3,4,0,3
1700008J07Rik,2,22,19,15,12,18
Srcap,439,2536,2630,2397,1848,2129
Snora30,0,5,4,3,3,0
Tmem265,2,26,37,16,24,17
Phkg2,20,149,134,115,76,140
Gm166,3,15,13,15,4,4
Rnf40,170,585,528,917,434,469
1700120K04Rik,0,0,0,1,0,1
Zfp629,14,137,135,147,136,107
Bcl7c,17,106,112,129,63,119
Mir762,0,0,0,0,0,0
Ctf1,0,0,0,0,0,0
Ctf2,0,0,0,0,0,0
Fbxl19,7,106,111,118,81,88
Orai3,42,296,243,177,180,181
Setd1a,171,1026,935,911,717,748
Hsd3b7,21,354,303,194,184,230
Stx1b,0,0,1,0,1,0
Stx4a,232,913,753,1703,585,533
Zfp668,5,101,97,57,76,81
Zfp646,83,713,627,482,490,489
Prss53,0,6,5,2,0,5
Vkorc1,4,39,57,44,34,49
Bckdk,39,368,371,253,269,319
Kat8,21,96,97,113,49,77
Prss8,0,0,0,0,3,1
Prss36,0,4,0,4,1,2
Fus,299,1357,1151,2406,897,1065
Pycard,26,350,289,267,222,300
Trim72,0,0,0,0,0,0
Itgam,1974,9905,7999,9002,6149,6821
Itgax,35,290,94,170,168,69
Itgad,0,6,1,18,6,5
4931431B13Rik,0,0,0,0,0,0
Cox6a2,8,10,14,13,7,5
9130023H24Rik,11,49,40,28,38,27
Armc5,47,351,306,301,210,230
Tgfb1i1,0,5,4,1,2,4
Slc5a2,2,1,1,5,1,2
BC017158,25,246,168,149,125,161
Mir3103,0,9,2,10,2,6
Rgs10,349,1963,1549,2108,1024,1381
Tial1,86,531,546,457,390,422
Bag3,203,1353,1173,1251,884,943
Inpp5f,88,544,463,464,422,434
Mcmbp,138,824,814,683,552,656
Sec23ip,85,743,667,684,542,572
Ppapdc1a,0,0,0,0,0,0
Wdr11,118,669,614,670,447,472
Gm4265,0,0,0,0,0,0
Fgfr2,0,0,0,0,0,0
Ate1,118,770,695,769,570,614
Nsmce4a,96,322,337,446,167,200
Tacc2,13,92,70,75,50,53
Btbd16,0,0,0,0,0,0
Plekha1,69,611,468,623,377,447
Mir7061,0,2,2,1,4,0
Htra1,1,4,5,5,7,6
Dmbt1,0,0,0,0,0,0
4933402N03Rik,0,0,0,0,0,0
1700029B22Rik,0,0,0,0,0,0
5430419D17Rik,0,0,1,0,0,0
Cuzd1,0,0,0,0,0,0
1700007K09Rik,0,1,1,0,1,0
Fam24a,0,0,0,0,0,0
2310057M21Rik,12,73,117,130,72,90
Pstk,3,51,56,70,27,43
Ikzf5,51,328,295,305,247,292
Acadsb,108,679,597,597,441,549
Hmx3,0,0,0,0,0,0
Hmx2,0,0,0,0,0,0
Bub3,96,622,663,438,415,591
Gpr26,0,0,0,0,0,0
Cpxm2,0,0,0,0,0,0
Chst15,1,12,1,15,5,11
Gm10584,0,0,0,0,0,0
Oat,85,843,835,572,606,684
Nkx1-2,0,0,0,0,0,0
Lhpp,13,90,82,65,48,78
Fam53b,31,233,198,185,183,165
Mettl10,29,86,52,176,48,63
Fam175b,214,1950,1535,1518,1163,1287
Zranb1,50,279,253,318,187,194
Ctbp2,104,621,595,693,497,558
4930483O08Rik,0,0,0,0,0,0
Tex36,0,0,0,0,0,0
Edrf1,48,252,232,279,211,220
Mmp21,0,0,0,1,2,0
Uros,9,94,50,54,25,57
Bccip,140,371,315,666,247,280
Dhx32,73,416,360,440,264,278
Fank1,0,0,0,0,0,0
Adam12,0,0,0,0,0,0
D7Ertd443e,0,0,0,0,0,2
Dock1,155,915,877,826,571,731
Fam196a,0,0,0,1,0,1
1700120G07Rik,0,0,0,0,0,0
Nps,0,0,0,0,0,0
Foxi2,0,0,0,0,0,0
Clrn3,0,0,0,0,0,0
Ptpre,225,1086,969,1471,1035,1073
Mir1962,0,0,1,0,0,0
5830432E09Rik,9,71,66,80,64,52
Mki67,483,2937,6019,2374,1233,3771
C030029H02Rik,0,0,0,0,0,0
C230079O03Rik,0,0,0,0,0,0
Gm6249,0,0,0,0,0,0
Mgmt,5,47,47,85,33,54
Ebf3,0,1,1,0,2,3
Gm10578,0,0,0,0,0,0
9430038I01Rik,13,60,50,70,64,57
Glrx3,130,1199,1074,846,779,967
Gm12669,129,1184,1050,839,761,947
Tcerg1l,0,0,0,0,0,0
4930543N07Rik,0,0,0,0,0,0
Mapk1ip1,12,77,47,45,23,18
Ppp2r2d,51,327,318,298,201,262
Bnip3,55,242,271,256,205,234
Jakmip3,0,0,0,0,1,0
Dpysl4,0,0,0,0,0,1
Stk32c,0,8,6,7,3,7
Lrrc27,32,141,187,153,96,122
Pwwp2b,58,409,304,252,226,247
Inpp5a,18,245,175,138,134,149
Nkx6-2,0,0,1,0,0,1
Cfap46,0,0,0,0,0,0
Mir6401,0,0,0,0,0,0
Adgra1,0,0,0,0,0,0
Kndc1,0,0,0,0,0,0
Utf1,0,0,0,1,0,0
Mir7686,1,0,0,1,0,1
Mir202,0,0,0,0,0,0
6430531B16Rik,2,6,13,7,5,4
Adam8,2464,23350,18713,19451,18179,19830
Mir7062,5,74,79,39,72,81
Tubgcp2,73,480,419,273,274,371
Zfp511,16,87,80,91,46,87
Msx3,0,0,0,0,1,2
Caly,0,0,0,0,1,1
Prap1,0,0,0,3,0,0
Fuom,3,21,26,19,7,16
Echs1,33,345,245,202,165,186
Paox,8,70,35,32,23,40
Mtg1,5,100,94,67,42,60
Sprn,0,0,0,0,0,0
Olfr522,0,0,0,0,0,0
Olfr523,0,0,0,0,0,0
Olfr524,0,0,0,0,0,0
Cd163l1,0,0,0,0,0,0
5830411N06Rik,0,0,0,0,0,0
Olfr525,0,0,0,0,0,0
Olfr527,0,0,0,0,0,0
Olfr60,0,0,0,0,0,0
Olfr530,0,0,0,0,0,0
Olfr531,0,0,0,0,0,0
Olfr532,0,0,0,0,0,0
Olfr533,0,0,0,0,0,0
Olfr535,0,0,0,0,0,0
Olfr536,0,0,0,0,0,0
Olfr538,0,0,0,0,0,0
Olfr46,0,0,0,0,0,0
Olfr61,0,0,0,0,0,0
Olfr53,0,0,0,0,0,0
Olfr539,0,0,0,0,0,0
Olfr45,0,0,0,0,0,0
Olfr541,0,0,0,0,0,0
Cyp2e1,0,0,0,0,0,0
Syce1,0,0,4,3,1,2
Zfp941,4,19,19,25,18,17
Urah,0,2,3,3,4,7
C330022C24Rik,0,0,0,0,0,0
Scgb1c1,0,0,0,0,0,0
Odf3,0,0,0,0,0,0
Bet1l,13,99,81,80,78,100
Ric8,70,653,525,446,417,402
Sirt3,4,30,26,16,13,24
Psmd13,205,1511,1480,1217,1061,1202
Cox8b,0,0,0,0,0,0
BC024386,0,0,0,1,0,0
Nlrp6,0,0,0,0,1,0
Athl1,5,85,51,42,46,40
Ifitm5,1,0,2,1,3,2
Ifitm2,54,627,516,513,388,443
Ifitm1,0,2,3,1,2,4
Ifitm3,576,2861,2725,4574,1671,2324
Ifitm6,13,69,86,58,49,47
B4galnt4,0,0,0,1,0,0
Pkp3,0,3,3,0,1,2
Sigirr,1,11,15,10,2,9
Ano9,0,1,0,0,0,0
Ptdss2,15,191,159,89,137,163
Rnh1,270,2158,2265,1754,1899,2201
Hras,72,580,594,523,390,540
Lrrc56,5,8,9,7,4,5
Lmntd2,0,1,4,1,1,1
Rassf7,7,52,32,25,18,28
Mir210,0,0,0,0,0,0
Phrf1,226,1435,1347,1918,1000,1186
Irf7,992,6156,4143,7040,4349,3709
Cdhr5,0,2,0,0,0,0
Sct,0,0,0,0,0,0
Drd4,0,0,0,0,0,0
Deaf1,39,268,243,201,180,156
Tmem80,7,36,35,51,28,23
Eps8l2,0,0,2,0,0,0
B230206H07Rik,0,0,2,0,1,0
Taldo1,518,4261,3511,3703,2543,2888
Pddc1,24,160,122,57,75,70
Cend1,0,2,0,2,0,0
Slc25a22,15,139,137,108,118,154
Pidd1,2,24,33,29,20,27
Rplp2,767,3861,3415,5056,2440,3210
Snora52,2,3,5,6,2,3
Pnpla2,104,859,733,615,592,581
Cracr2b,6,57,20,47,13,21
Cd151,51,453,377,352,359,320
Polr2l,22,77,106,101,68,110
Tspan4,34,425,362,313,235,274
Chid1,30,248,231,144,152,241
Ap2a2,197,1198,1173,1016,798,941
Gm16982,1,7,8,6,3,2
Mir7063,0,1,6,5,3,1
Muc6,3,0,3,6,2,7
Muc2,0,0,0,0,0,0
Muc5ac,0,0,0,0,0,0
Muc5b,0,0,0,0,2,0
Tollip,144,1041,1052,919,1002,1048
Brsk2,0,0,1,2,2,0
Mir3104,0,0,0,0,0,0
Mob2,17,171,168,160,123,148
Dusp8,0,3,5,4,6,8
Krtap5-2,0,0,0,0,0,0
Krtap5-3,0,0,0,0,0,0
Krtap5-5,0,0,0,0,0,0
Gm4559,0,0,0,0,0,0
Krtap5-1,0,0,0,0,0,0
Krtap5-4,0,0,0,0,0,0
Ifitm10,0,0,1,1,1,2
Ctsd,5935,47117,41972,38770,35852,40639
Syt8,1,6,5,11,5,4
Tnni2,15,65,84,121,32,58
Lsp1,858,6017,6814,5526,3731,6147
Prr33,0,0,2,2,0,1
Tnnt3,0,3,8,11,2,6
Mrpl23,37,175,162,185,96,122
Nctc1,0,0,0,0,0,0
H19,0,0,0,0,0,0
Mir675,0,0,0,0,0,0
Igf2,0,0,0,0,0,0
Mir483,0,0,0,0,0,0
Igf2os,0,0,0,0,0,0
Ins2,0,0,0,0,0,0
Th,0,0,0,0,0,0
Ascl2,0,0,0,0,0,0
Tspan32,17,100,130,80,59,102
R74862,1,14,20,15,12,10
Cd81,128,1224,1339,778,715,1184
Tssc4,8,59,74,78,62,62
Trpm5,1,0,0,0,0,0
Kcnq1,2,37,25,17,8,17
Kcnq1ot1,156,1095,1181,1653,1556,1283
4933417O13Rik,0,0,0,0,0,0
Cdkn1c,45,123,123,158,75,108
Slc22a18,1,9,14,5,4,7
Phlda2,0,0,0,0,0,0
Nap1l4,270,1162,988,1469,998,1068
Cars,151,1006,1013,888,614,835
Mir7064,0,63,61,23,24,40
Tnfrsf26,6,77,68,57,37,36
Tnfrsf22,5,94,60,41,50,54
Tnfrsf23,25,237,200,136,119,143
Osbpl5,0,2,1,2,3,1
Mrgprg,0,0,0,0,0,0
Mrgpre,6,29,16,15,18,14
Nadsyn1,8,58,44,61,38,46
Dhcr7,11,120,106,60,62,104
Mir6404,0,0,0,0,0,0
Mir3470b,0,0,0,0,0,0
Mir3105,0,0,0,0,0,0
Shank2,0,0,0,0,0,0
Cttn,12,45,38,57,36,29
Ppfia1,173,773,701,1030,544,593
Fadd,19,133,162,132,126,126
Ano1,0,0,1,0,0,0
Fgf3,0,0,0,0,0,0
Fgf4,0,0,0,0,0,0
Fgf15,0,0,0,0,0,0
Oraov1,34,132,91,215,86,119
Ccnd1,854,6549,7139,7079,5421,7376
Mir3962,28,168,181,153,155,167
1810010D01Rik,0,2,2,1,2,0
Tpcn2,73,649,460,478,438,424
Mrgprf,0,0,0,0,0,0
Mrgprd,0,0,0,0,0,0
Insr,58,513,483,372,363,355
A430078G23Rik,0,0,2,0,0,0
Arhgef18,8,41,44,26,25,47
Pex11g,2,9,9,10,9,9
1700019B03Rik,0,0,0,1,0,0
Zfp358,2,87,66,47,70,29
Mcoln1,24,309,248,293,205,194
Pnpla6,19,155,168,124,142,142
C330021F23Rik,0,9,10,6,6,17
Camsap3,19,287,235,239,207,156
Xab2,85,678,537,528,492,497
Pet100,253,648,495,1139,427,446
Pcp2,0,1,0,4,0,0
Stxbp2,103,941,794,777,594,742
Retn,0,0,0,1,0,0
Mcemp1,1,1,4,6,0,7
Trappc5,35,242,236,192,161,194
Fcer2a,0,0,1,1,0,0
Clec4g,0,0,0,0,0,0
Cd209a,0,0,1,0,0,0
Rprl3,0,4,4,3,18,15
Cd209e,0,0,0,0,0,0
Cd209d,0,0,0,0,0,0
Cd209b,0,0,0,0,0,0
Cd209c,0,0,0,0,0,0
Cd209f,0,0,0,0,0,0
Cd209g,0,0,0,0,0,0
Evi5l,32,117,91,122,57,90
Prr36,2,0,2,0,2,0
Lrrc8e,0,0,0,0,0,0
Map2k7,140,791,744,883,542,586
Tgfbr3l,0,10,6,4,3,0
Snapc2,8,138,107,98,75,104
Ctxn1,1,2,1,1,4,1
Timm44,82,554,477,548,331,447
Elavl1,186,1194,1235,1095,975,1123
Ccl25,10,22,14,43,13,23
Cers4,7,47,53,30,16,26
Zfp958,24,159,159,204,118,129
Shcbp1,10,92,234,91,65,177
Slc10a2,0,0,0,0,0,0
Efnb2,1,3,2,2,5,4
Arglu1,207,434,341,927,275,327
Mir7654,42,16,9,107,9,8
4933430N04Rik,0,0,0,0,0,0
4930453L07Rik,0,0,0,0,0,0
Fam155a,0,0,0,0,0,0
Lig4,20,159,134,104,82,140
Abhd13,37,303,267,255,244,242
Tnfsf13b,2,25,12,24,13,9
Myo16,0,1,12,4,1,5
B930025P03Rik,0,0,0,1,0,2
4833411C07Rik,0,0,0,0,0,0
3930402G23Rik,0,0,0,0,0,0
Irs2,15,59,25,41,25,14
9530052E02Rik,0,0,0,2,0,0
Col4a1,13,91,99,57,52,75
Col4a2,14,134,121,60,69,109
Rab20,7,54,57,113,59,76
E230013L22Rik,3,3,5,17,8,9
Carkd,17,189,111,130,99,120
Cars2,12,108,122,47,68,93
Ing1,70,236,240,333,157,205
Ankrd10,18,123,134,134,100,108
Mir7238,0,2,1,1,2,0
1700016D06Rik,0,0,0,0,0,0
Gm6524,0,0,0,0,0,2
Arhgef7,405,3154,3278,2721,2280,2900
Tex29,0,0,0,1,0,0
Gm5607,0,0,0,0,0,0
Sox1,0,0,0,0,0,0
Spaca7,0,0,0,0,0,0
Tubgcp3,60,408,368,361,302,346
Gm15348,0,0,0,0,0,0
Atp11a,89,801,775,606,508,672
Gm15350,7,17,16,53,16,13
Mcf2l,0,6,3,5,9,0
Gm38671,0,0,0,0,0,0
F7,0,6,4,8,5,4
F10,0,8,8,15,9,12
Proz,0,0,3,0,1,0
Pcid2,29,323,286,284,223,267
Cul4a,143,1032,930,1027,629,770
Mir7065,0,2,1,0,1,3
Lamp1,2027,17983,16257,14770,12013,14386
Grtp1,2,12,8,4,4,5
Mir1968,0,0,0,0,0,0
Adprhl1,0,1,0,0,0,3
Dcun1d2,31,183,202,185,174,214
Tmco3,21,197,223,201,153,185
Tfdp1,147,866,1066,908,625,936
Atp4b,0,0,0,0,0,0
Grk1,0,0,0,0,0,0
Tmem255b,0,0,0,0,0,0
Gas6,170,1165,941,994,776,839
1700029H14Rik,0,2,0,1,1,0
Rasa3,130,1163,941,703,598,545
4932443I19Rik,0,0,0,0,0,0
Cdc16,58,620,509,419,517,514
Upf3a,145,215,216,528,161,193
AF366264,0,0,0,1,0,0
Champ1,63,448,403,451,422,439
Coprs,4,30,29,59,25,26
Fbxo25,31,172,122,171,103,87
Tdrp,0,0,1,0,0,0
Gm5907,0,0,0,0,0,0
Erich1,30,213,187,265,147,188
Dlgap2,0,0,0,2,0,0
Cln8,156,1270,1035,887,820,830
Arhgef10,1,16,15,14,13,14
Kbtbd11,0,3,1,1,2,0
BB014433,0,0,0,0,0,0
Myom2,0,0,0,0,0,0
Csmd1,0,0,0,0,0,0
Mir3106,0,0,0,0,0,0
Mcph1,30,232,264,197,212,235
Angpt2,9,58,34,33,20,19
Agpat5,85,511,479,592,403,445
Xkr5,3,14,30,5,11,24
Defb40,0,0,0,0,0,0
Defb37,0,0,0,0,0,0
Defb38,0,0,0,0,0,0
Defb39,0,0,0,0,0,0
Defb12,0,0,0,0,0,0
Defb34,0,0,0,0,0,0
Spag11b,0,0,0,0,0,0
Spag11a,0,0,0,0,0,0
Defb14,0,0,0,0,0,0
Defb4,0,0,0,0,0,0
Defa-ps12,0,0,0,0,0,0
Defb6,0,0,0,0,0,0
Defb46,0,0,0,0,0,0
Defb5,0,0,0,0,0,0
Defb3,0,0,0,0,0,0
Defa-ps13,0,0,0,0,0,0
Defb8,0,0,0,0,0,0
Defb7,0,0,0,0,0,0
Gm21119,0,2,9,6,0,8
4930467E23Rik,0,1,3,0,0,3
6820431F20Rik,200,1333,1231,1880,1300,1166
Gm15319,0,1,2,3,2,2
2610005L07Rik,70,782,770,1298,712,746
Gm21944,0,0,0,0,0,0
Defb33,0,0,0,0,0,0
Gm15056,0,0,0,0,0,0
Gm6040,0,0,0,0,0,0
AY761185,0,0,0,0,0,0
Defa21,0,0,0,0,0,0
Defa23,0,0,0,0,0,0
Defa-rs7,0,0,0,0,0,0
Gm10104,0,0,0,0,0,0
Defa4,0,0,0,0,0,0
Defa25,0,0,0,0,0,0
Gm14851,0,0,0,0,0,0
Gm15284,0,0,0,0,0,0
Defa22,0,0,0,0,0,0
Gm15293,0,0,0,0,0,0
Gm15292,0,0,0,0,0,0
Defa3,0,0,0,0,0,0
Defa5,0,0,0,0,0,0
Gm15299,0,0,0,0,0,0
Defa-rs1,0,0,0,0,0,0
Defa2,0,0,0,0,0,0
Gm21002,0,0,0,0,0,0
Gm21498,0,0,0,0,0,0
Gm14850,0,0,0,0,0,0
Gm7849,0,0,0,0,0,0
Gm7861,0,0,0,0,0,0
Defa20,0,0,0,0,0,0
Gm15308,0,0,0,0,0,0
Gm6696,0,0,0,0,0,0
Defa26,0,0,0,0,0,0
Defa17,0,0,0,0,0,0
Gm15315,0,0,0,0,0,0
Defa-ps1,0,0,0,0,0,0
AY761184,0,0,0,0,0,0
Defa24,0,0,0,0,0,0
Defa6,0,0,0,0,0,0
Defb1,0,0,0,0,0,0
Defb50,0,0,0,0,0,0
Defb2,0,0,0,0,0,0
Defb10,0,0,0,0,0,0
Defb9,0,0,0,0,0,0
Defb11,0,0,0,0,0,0
Defb15,0,0,0,0,0,0
Defb35,0,0,0,0,0,0
Defb13,0,0,0,0,0,0
Fam90a1a,0,0,0,0,0,0
Ccdc70,0,0,0,0,0,0
Atp7b,0,2,2,0,0,0
Alg11,54,324,265,361,245,283
Nek5,0,0,0,1,0,0
Nek3,3,15,13,4,13,12
