Geneid,Control,Control,Control,M1,M1,M1,M2a,M2a,M2a,M2c,M2c,M2c
75815,0,0,0,0,0,0,0,0,0,0,0,0
78043,0,0,0,0,0,0,0,0,0,0,0,0
75934,0,0,0,0,0,0,0,0,0,0,0,0
239985,2244,2098,2743,2683,2621,2341,2307,2836,2547,3819,2842,2633
70544,919,1233,969,736,703,628,551,674,678,1339,1023,1029
106557,11,0,7,11,6,8,6,2,7,12,6,3
666919,0,0,0,0,0,1,0,0,0,0,0,0
224454,1411,1615,1777,741,716,662,757,963,888,2184,1717,1654
78512,12,26,21,18,22,16,15,21,25,16,12,10
66616,1723,2024,1992,1299,1340,1149,1917,2441,2322,2990,2313,2088
20975,784,717,954,594,588,522,795,1004,947,996,807,705
321007,321,270,328,241,243,169,288,330,351,499,366,336
66467,592,897,745,559,547,426,458,516,511,947,723,690
68842,1928,1508,2465,1848,1775,1551,1724,2209,1907,3222,2395,2193
77106,365,381,438,381,358,307,495,569,520,591,432,372
100310872,169,197,186,162,149,123,33,54,38,266,194,213
21648,406,548,533,490,440,380,256,282,287,858,720,667
547127,913,810,1129,1220,1245,1074,1108,1300,1118,1251,871,932
100040500,29,12,24,17,24,20,13,14,38,39,26,27
100040563,147,158,173,199,175,159,43,41,48,261,156,163
100040525,283,303,365,412,409,357,346,354,348,368,301,244
100040531,235,285,288,255,201,176,60,86,82,342,253,260
83672,0,1,0,1,0,0,2,0,1,2,2,0
22350,1260,1360,1434,1100,1049,891,1104,1431,1330,1511,1171,1056
100040654,2,0,0,2,1,1,6,1,1,1,1,1
73617,10,15,9,7,7,4,7,5,15,7,2,5
751529,0,0,0,0,0,0,0,0,0,0,0,0
100037282,91,111,137,139,144,128,107,89,112,143,115,99
380608,188,241,250,342,356,250,125,158,156,269,191,187
68195,311,406,375,847,782,664,293,351,332,596,457,380
381059,0,0,0,0,0,0,1,1,1,0,0,0
20112,460,447,593,179,147,142,671,875,724,482,372,347
21461,0,0,0,0,0,0,0,0,0,0,0,0
100216474,0,0,0,0,0,0,0,0,0,0,0,0
667055,0,0,1,3,0,0,1,3,0,1,0,0
68655,0,0,1,1,0,0,0,2,6,1,0,1
667102,0,0,0,0,0,0,0,0,0,0,0,0
72536,234,260,282,668,642,524,111,123,110,227,196,177
320936,2,1,1,1,0,1,0,0,1,0,0,0
66832,175,225,191,201,172,148,183,249,209,254,210,141
100040822,1,0,0,0,0,0,0,0,1,0,0,0
100037283,1124,1478,1312,2930,2839,2478,1042,1247,1209,1826,1439,1241
75296,400,444,508,548,484,484,295,354,294,654,457,398
12458,9,7,9,5,2,3,0,0,0,4,4,4
667114,3,2,3,1,1,1,0,1,0,1,2,1
55951,158,271,226,234,227,181,198,242,249,337,257,244
106489,1155,1685,1446,1428,1350,1089,1052,1278,1208,1849,1421,1377
320111,20,27,24,33,17,16,19,27,29,13,24,16
21331,4,2,0,1,0,0,0,0,2,2,4,5
100504601,0,0,0,2,0,0,1,1,2,1,1,0
20997,0,0,0,0,0,0,0,0,0,0,1,0
23984,0,1,1,2,1,2,3,2,4,0,3,2
66931,41,37,50,35,38,25,23,27,36,52,45,53
67791,0,0,0,0,0,0,0,0,0,0,0,0
433064,2,2,1,0,0,1,0,0,0,0,2,0
67543,0,0,0,0,0,0,1,0,0,0,0,0
71092,0,0,0,0,0,0,0,0,0,0,0,0
19317,5667,5938,6993,4340,4165,3717,5180,6452,6160,11741,9004,8098
100526796,14,16,18,20,31,15,24,14,20,17,20,24
76634,3,2,4,6,11,3,7,7,5,7,5,8
69310,20,34,25,6,4,4,40,52,50,26,14,12
319750,0,0,0,0,0,1,0,2,0,0,0,1
50873,27,34,42,41,45,36,34,47,35,72,58,42
52027,0,0,1,0,0,0,0,0,0,0,1,0
68262,251,334,279,225,212,182,320,372,353,443,313,284
26407,817,772,910,791,671,645,579,760,687,1043,760,725
224523,23,16,25,8,15,12,12,18,11,24,22,21
18815,0,0,0,0,0,0,0,0,0,0,0,0
20519,1,0,1,2,1,1,0,0,1,0,0,0
77414,0,0,0,0,0,0,0,0,0,0,0,0
20518,0,0,0,0,0,0,0,0,0,0,0,0
20517,0,0,0,0,0,0,0,0,0,0,0,0
100862021,0,0,0,0,0,0,0,0,0,0,0,0
16004,3959,3422,5054,2541,2434,2251,8735,10821,9896,9839,7496,6742
100502594,18,38,21,18,13,10,103,135,96,41,26,35
104103,32,22,28,15,14,11,135,138,147,67,42,42
17171,5,3,1,0,0,0,2,7,9,6,2,3
80978,0,0,2,0,0,0,0,0,0,0,0,0
240023,6,7,10,12,4,8,3,7,5,14,4,11
67681,809,1112,968,876,796,686,586,725,632,1253,1065,938
21454,3019,3896,3725,2737,2649,2198,2368,2915,2681,4982,3881,3686
100303746,0,0,0,0,2,0,0,0,0,2,0,0
224530,9,5,4,0,3,2,2,5,1,3,7,8
110460,391,431,448,146,153,142,217,215,253,615,402,383
100502686,0,1,0,2,2,0,1,0,0,2,2,0
60532,1441,1662,1671,1406,1364,1162,1230,1511,1563,2465,1849,1738
20656,983,1258,1218,1141,1135,1006,1388,1715,1617,2299,1778,1596
436440,11,9,12,100,67,63,4,3,2,24,16,18
21462,0,0,1,0,0,3,0,1,2,0,1,1
625850,0,0,0,0,0,1,3,0,0,0,0,0
381058,0,0,0,2,4,2,0,5,4,1,1,0
100038394,0,0,0,0,0,0,0,0,0,0,0,0
27263,0,0,0,0,0,0,0,0,0,0,0,0
236574,0,0,0,0,0,0,0,0,0,0,0,0
100041352,0,0,0,0,0,0,1,0,0,0,1,0
19862,0,0,0,0,0,0,0,0,0,0,0,0
72578,4,1,8,0,2,0,0,4,3,2,5,3
667384,0,0,0,0,0,0,0,0,0,0,0,0
272667,2,0,0,0,0,0,0,0,0,0,0,0
21646,2,0,3,2,0,1,1,0,4,1,2,1
17356,866,786,1038,583,606,526,939,1146,994,1208,879,884
635895,0,0,0,0,0,0,0,0,0,0,0,0
664821,0,0,0,0,0,0,0,0,0,0,0,0
664831,0,0,0,0,0,0,0,0,0,0,0,0
75011,0,0,0,0,0,0,0,0,0,0,0,0
240025,0,3,0,0,2,0,1,0,0,0,0,1
64074,7,9,6,13,13,9,1,6,5,0,0,0
74917,0,0,0,0,0,0,0,0,0,0,0,0
21826,59,46,41,41,39,22,31,25,35,14,8,7
71682,0,0,2,0,0,2,1,0,0,1,0,0
67912,593,668,675,576,515,505,767,955,869,959,755,729
72057,851,938,988,751,749,653,621,737,692,1311,1001,953
106740,47,55,71,59,61,64,39,42,44,74,56,62
100041586,3,1,1,9,2,1,0,1,0,8,1,10
100041574,86,90,109,104,119,90,95,100,120,167,149,148
100861785,1,0,1,2,0,2,0,1,2,1,4,4
100041639,2,0,0,0,1,0,1,0,0,0,0,3
100041621,45,40,63,60,71,48,19,33,50,98,40,65
100862074,4,9,6,9,19,10,15,11,17,12,24,20
21647,2,6,2,6,2,6,0,8,2,8,3,6
381062,203,205,238,271,271,251,179,208,211,381,336,264
328747,0,0,0,0,0,0,0,0,0,0,0,0
100038481,0,0,0,0,0,0,0,0,0,0,0,0
13388,2,3,1,2,1,1,0,4,0,1,3,2
67544,647,560,797,736,680,612,611,734,613,1031,749,805
19170,1802,2947,2268,2297,2069,1885,1545,1949,1781,3054,2431,2151
21374,306,387,424,354,303,299,305,403,366,563,417,399
18567,271,382,330,347,322,305,221,255,196,386,287,268
213389,100,89,116,137,139,123,73,78,73,154,122,104
71008,0,0,0,0,0,0,0,0,0,0,0,0
12648,1581,1301,1842,2001,2017,1674,1498,1834,1779,2367,1678,1621
68799,402,477,487,989,913,851,216,239,231,619,457,411
213781,24,48,37,25,30,21,27,38,23,44,32,37
213811,110,141,159,167,155,134,98,115,124,204,145,136
449000,7,13,9,8,7,10,4,7,4,9,7,11
22759,41,25,40,37,44,40,26,26,32,51,38,37
626854,99,122,119,118,115,103,95,121,100,171,107,101
100041965,654,975,801,619,595,482,452,562,514,862,620,592
67045,329,441,416,379,344,325,239,342,326,481,341,367
66643,10,10,11,0,3,0,0,0,3,50,46,41
240028,2670,1935,3452,6233,6262,5325,1728,2013,2062,4156,3261,2908
626942,0,0,0,0,0,0,0,0,0,0,0,0
387230,0,2,2,2,5,1,0,0,1,4,1,3
387248,0,1,2,1,0,0,0,2,0,0,0,1
387235,0,2,1,0,2,1,0,0,0,1,1,1
75202,66,55,92,49,59,47,35,46,35,118,81,95
15116,5,5,4,2,0,2,0,2,1,15,5,10
14293,23,11,11,17,32,22,4,8,3,22,19,22
14289,42,48,39,182,197,156,20,26,22,95,74,58
100503522,0,0,0,0,2,2,1,0,0,0,1,1
14294,0,0,0,0,0,0,0,0,0,0,0,0
14291,0,0,0,0,0,0,0,0,0,0,0,0
665210,0,0,0,0,0,0,0,0,0,0,0,0
627111,0,0,0,0,0,0,0,0,0,0,0,0
665227,0,0,0,0,0,0,0,0,0,0,0,0
627132,0,0,0,0,0,0,0,0,0,0,0,0
328759,0,0,0,0,0,0,0,0,0,0,0,0
433070,0,0,0,1,0,0,0,0,0,0,0,1
627367,0,0,0,0,0,0,0,0,0,0,0,0
224552,0,0,0,0,0,0,0,0,0,0,0,0
665376,0,0,0,0,0,0,0,0,0,0,0,0
627537,0,0,0,0,0,0,0,0,0,0,0,0
627576,0,0,0,0,0,0,0,0,0,0,0,0
224572,0,0,0,0,0,0,0,0,0,0,0,0
627636,0,0,0,0,0,0,0,0,0,0,0,0
22313,0,0,0,0,0,0,0,0,0,0,0,0
321021,0,0,0,0,0,0,0,0,0,0,0,0
321020,0,0,0,0,0,0,0,0,0,0,0,0
627743,0,0,0,0,0,0,0,0,0,0,0,0
224576,0,0,0,0,0,0,0,0,0,0,0,0
22312,0,0,0,0,0,0,0,0,0,0,0,0
665525,0,0,0,0,0,0,0,0,0,0,0,0
627805,0,0,0,0,0,0,0,0,0,0,0,0
171228,0,0,0,0,0,0,0,0,0,0,0,0
627814,0,0,0,0,0,0,0,0,0,0,0,0
224582,0,0,0,0,0,0,0,0,0,0,0,0
14290,0,0,0,0,0,0,0,0,0,0,0,0
171225,0,0,0,0,0,0,0,0,0,0,0,0
171229,0,0,0,0,0,0,0,0,0,0,0,0
171226,0,0,0,0,0,0,0,0,0,0,0,0
171224,0,0,0,0,0,0,0,0,0,0,0,0
171231,0,0,0,0,0,0,0,0,0,0,0,0
171230,0,0,0,0,0,0,0,0,0,0,0,0
171227,0,0,0,0,0,0,0,0,0,0,0,0
51792,3522,4450,4354,3285,3037,2668,3348,4040,3790,5545,4169,3938
171236,0,0,0,0,0,0,0,0,0,0,0,0
224585,214,242,272,415,369,339,248,269,236,369,251,234
627924,0,0,2,0,0,0,0,0,0,0,0,0
665654,0,0,0,0,0,0,0,0,0,0,0,0
665662,0,0,0,0,0,0,0,0,0,0,0,0
665669,0,0,0,0,0,0,0,0,0,0,0,0
171232,0,0,0,0,0,0,0,0,0,0,0,0
171233,0,0,0,0,0,0,0,0,0,0,0,0
171235,0,0,0,0,0,0,0,0,0,0,0,0
171234,0,0,0,0,0,0,0,0,0,0,0,0
210503,140,112,150,156,187,142,133,149,122,175,128,139
22712,96,84,81,112,99,96,62,72,75,105,81,71
22709,126,138,136,119,135,113,87,132,125,162,151,139
24132,221,277,301,315,266,237,227,280,223,375,277,250
22710,318,334,438,323,310,347,194,239,208,548,361,390
381066,142,139,183,67,88,81,114,174,107,214,135,142
73229,118,125,159,197,233,161,156,186,160,244,165,159
100310809,61,58,80,66,73,46,67,80,82,93,71,75
240034,152,138,178,223,244,180,118,153,127,168,124,129
381067,98,107,124,135,100,114,15,28,20,102,68,93
75424,8,5,3,6,8,9,1,2,0,5,3,6
70081,88,118,126,110,110,88,109,94,89,150,101,87
73233,126,185,179,157,169,142,144,150,143,226,151,153
74670,131,143,130,115,135,121,93,131,118,167,172,121
665820,0,0,0,0,2,0,0,0,0,0,0,0
665825,45,41,52,22,21,16,23,36,27,52,51,48
631010,0,0,0,0,0,0,0,0,0,0,0,0
210853,24,27,31,38,22,28,18,28,25,49,28,33
240038,219,228,252,260,277,214,213,238,212,347,283,285
631624,301,352,408,368,442,337,285,317,332,580,405,406
319615,159,157,167,156,151,129,148,153,115,197,141,160
224598,116,132,156,123,111,92,102,126,110,151,121,115
74149,229,295,300,253,215,216,145,179,152,402,272,275
210876,0,0,0,0,0,0,0,0,0,0,0,0
628185,0,0,0,0,0,0,0,0,0,0,0,0
100042679,9,2,10,8,11,10,9,2,4,7,10,6
240041,161,155,188,677,529,498,168,253,208,233,192,173
434701,0,0,0,0,0,0,0,0,0,0,0,0
665976,0,0,0,0,0,0,0,0,0,0,0,0
22700,80,73,85,71,72,41,51,84,61,106,83,89
666002,0,0,0,0,0,0,0,0,0,0,0,0
638102,0,0,0,0,0,0,0,0,0,0,0,0
619697,0,0,0,0,0,0,0,0,0,0,0,0
619788,0,0,0,0,0,0,0,0,0,0,0,0
320020,4,4,5,1,3,0,2,2,1,6,2,3
449521,103,102,125,99,80,79,24,66,55,87,85,63
22654,5,4,9,2,1,3,2,1,3,5,10,7
332221,3,0,0,0,0,0,0,1,0,0,0,2
240047,8,10,14,232,193,191,7,9,9,27,26,27
212733,6,6,2,7,6,7,5,2,1,3,2,6
386612,478,630,566,406,374,343,331,393,324,779,614,552
353502,373,495,394,465,483,427,500,549,526,519,454,442
27279,123,167,205,141,145,129,247,344,321,140,117,76
54419,0,0,0,0,0,0,0,0,0,0,0,0
56863,0,0,0,0,0,0,0,0,0,0,0,0
320309,1,1,1,10,9,6,0,0,0,6,0,0
268930,714,844,911,650,620,533,183,228,229,846,647,594
76498,487,577,582,402,387,330,183,295,258,512,378,348
73016,0,1,1,7,5,10,2,0,1,1,1,1
638247,156,215,203,470,438,408,122,151,141,210,152,153
224613,366,416,455,460,466,378,262,328,306,502,400,359
76917,4,12,8,5,3,2,4,4,2,6,1,5
433082,9,5,13,7,3,10,3,10,5,6,7,7
75956,9841,6874,12461,15031,14239,12597,10646,13026,12110,16497,12191,11236
100628593,145,107,182,247,207,213,155,186,203,166,131,118
67673,1271,1944,1522,1305,1191,1051,961,1050,1041,2033,1522,1379
353130,0,0,0,0,0,0,0,0,1,0,0,0
71003,2,3,2,0,2,1,0,1,5,1,1,2
69814,0,0,0,1,2,1,0,0,0,0,0,0
57256,0,5,2,0,1,0,100,110,126,0,0,0
13184,0,0,0,0,0,0,1,3,0,0,0,0
630537,0,0,0,0,0,0,0,0,0,0,0,0
620253,0,0,0,0,0,0,0,0,0,0,0,0
20234,0,0,0,0,0,0,0,0,0,0,0,0
638345,0,0,0,0,0,0,0,0,0,0,0,0
30943,7,16,10,131,120,100,8,13,12,7,8,5
70835,1,1,1,16,8,10,1,0,0,2,5,2
213171,2,0,0,3,1,0,0,4,1,3,1,1
69259,615,748,776,716,663,653,522,622,666,918,691,685
18607,1557,1478,1958,1593,1542,1317,1672,2052,1794,2531,1975,1889
245847,1256,1547,1454,1243,1154,1029,1355,1782,1574,2725,1998,2011
11984,2548,3465,3117,3024,2927,2520,4352,5051,4868,6899,5299,4906
224617,579,557,765,551,536,469,485,563,507,1121,833,767
18209,6,6,3,2,8,3,6,5,6,14,9,6
72016,160,199,186,126,113,95,89,77,93,226,168,146
12449,1853,2123,2447,1155,1079,967,301,367,351,2192,1701,1489
100628603,0,2,0,0,0,0,0,0,0,1,1,0
381072,0,3,3,2,3,3,1,3,3,4,3,0
27410,3144,2938,4011,3713,3514,3128,2957,3643,3340,5296,4050,3677
654822,37,41,41,52,40,29,29,31,46,40,36,41
19826,607,721,785,679,577,474,422,575,544,862,693,655
13177,264,375,333,334,328,266,185,223,217,417,339,308
66705,8,16,22,14,12,10,7,9,15,15,6,6
13560,335,323,427,412,355,364,287,318,348,457,336,337
67078,825,1234,963,792,742,585,616,730,727,1194,825,838
56716,261,266,360,290,258,226,234,270,252,397,305,274
319259,0,0,0,0,0,0,0,0,0,0,0,0
268932,14,9,19,8,9,3,3,8,9,30,12,11
224619,1250,1384,1600,1458,1375,1273,1080,1412,1241,2286,1599,1586
75614,10,15,13,17,15,12,7,8,6,17,11,11
328778,2,1,1,2,4,2,0,0,1,7,3,1
18763,2553,2095,3162,2663,2564,2297,1496,1889,1694,3732,2767,2662
22084,1459,1440,1827,1501,1425,1241,1634,2006,1834,2396,1790,1567
18207,48,79,82,110,94,84,61,83,80,88,83,71
65962,28,30,38,10,14,14,650,783,722,17,9,14
381073,0,0,0,0,0,0,0,0,0,0,0,0
213753,1090,1144,1453,1231,1154,996,940,1162,1156,1664,1181,1159
20974,5,3,1,4,1,3,1,1,1,9,5,7
11692,326,442,411,405,417,368,207,274,243,625,502,475
71893,42,43,61,37,34,37,19,13,23,60,53,50
213773,671,807,819,526,520,487,538,615,591,1024,810,678
67504,5,3,4,1,5,1,1,2,1,2,6,2
73474,0,0,2,1,0,2,2,0,1,0,1,0
100306952,3,4,0,0,0,0,3,4,1,4,1,0
16898,5979,8874,7272,5704,5475,4863,4212,5276,4877,8939,6997,6468
104366,3,6,7,14,14,4,7,8,3,12,10,6
68342,896,1312,983,940,953,817,827,985,947,1361,992,1035
66211,2,6,6,5,2,7,0,0,2,3,2,3
27361,1838,2405,2075,1855,1893,1566,1368,1675,1673,2644,2024,1969
328779,5,2,0,1,1,1,0,1,0,4,6,2
75178,2,5,5,5,1,0,0,3,0,2,1,4
68636,111,131,133,113,72,78,184,208,190,175,156,125
14651,415,493,462,439,394,309,396,512,507,746,600,581
16005,1,1,1,0,0,0,0,0,0,0,0,0
26426,950,1272,1157,1216,1198,1024,981,1176,1108,1533,1183,1058
79043,529,593,598,557,529,481,451,550,554,699,550,508
193838,119,104,166,141,109,130,106,131,118,193,164,156
79044,423,597,516,590,506,441,411,523,507,720,540,500
79059,254,338,280,201,200,178,178,192,200,288,243,193
30957,1145,995,1392,1709,1514,1441,1250,1445,1444,2105,1569,1384
52009,2575,2938,3118,1508,1553,1356,854,1012,998,3471,2740,2634
57354,936,770,1177,952,948,845,962,1126,1119,1515,1068,1009
106633,765,829,928,581,632,494,382,477,464,1139,818,722
407831,3,9,3,2,2,0,0,3,5,9,5,5
71718,408,475,474,339,369,338,297,416,325,503,459,370
68509,0,0,0,0,0,0,2,0,0,0,0,0
26373,1531,1642,1920,5375,5382,4562,2488,2999,2881,3457,2591,2361
207209,1,0,4,4,9,11,0,6,1,1,0,5
214489,217,342,304,265,260,213,250,296,339,347,290,247
74154,148,124,163,148,183,121,178,199,188,159,134,129
214505,476,638,569,441,488,408,295,385,389,686,593,617
68327,155,181,177,198,175,146,139,123,148,211,196,152
545192,1,1,1,0,0,0,0,0,0,2,0,0
22196,2711,3276,3180,2765,2616,2264,1899,2313,2216,4231,3196,2972
100272221,0,2,1,0,1,0,0,0,3,1,5,2
328780,13,20,13,94,119,76,33,50,47,37,28,32
114661,0,0,0,0,0,0,0,0,1,0,1,2
114662,0,0,0,0,0,0,0,0,0,0,0,0
100503895,0,0,0,0,0,0,0,0,0,0,0,0
17229,0,0,0,0,0,0,0,0,0,0,0,0
26945,0,0,0,0,0,0,0,0,0,0,0,0
58226,0,0,0,3,7,2,1,4,2,0,0,1
71840,0,0,0,0,0,0,0,0,0,0,0,0
20609,1,0,0,0,0,0,0,0,0,0,0,0
20681,0,0,3,0,0,0,0,0,0,0,0,0
72834,0,0,0,1,0,0,0,2,0,2,2,3
76483,329,387,423,389,440,352,381,504,416,545,366,361
64337,0,3,3,2,0,1,0,0,0,0,0,1
214901,696,772,842,458,476,358,127,138,135,769,569,566
106707,157,152,176,116,146,124,125,139,117,180,161,143
100862104,0,0,0,0,0,0,0,0,0,0,0,0
328783,1,0,0,1,0,0,0,1,0,0,1,0
56047,0,0,0,0,0,0,0,0,0,0,0,0
67563,632,791,811,797,743,689,660,766,684,1093,809,753
68977,336,448,429,378,341,321,231,290,253,460,394,318
381077,16,6,18,8,6,17,11,7,7,20,8,13
214917,799,1082,903,839,769,745,672,780,728,1228,913,856
70083,542,852,678,306,289,222,95,105,107,685,482,434
214931,13,8,18,6,6,6,0,6,2,15,15,10
268933,438,450,532,591,588,576,432,476,456,673,514,498
72106,224,212,268,232,227,170,213,237,244,298,202,176
56424,687,985,896,595,539,436,577,668,644,1122,814,725
214951,31,51,56,59,68,53,55,43,61,46,44,48
214952,858,896,935,784,706,754,580,751,626,1268,912,911
106618,477,455,598,433,401,406,152,196,180,645,501,430
68241,91,128,121,105,88,82,127,144,189,88,102,73
68347,112,198,134,110,127,123,62,77,79,181,118,111
215001,24,23,25,23,19,12,19,20,18,19,25,19
224624,695,849,812,649,656,590,466,638,620,960,774,679
100043160,14,18,20,27,27,19,19,25,19,23,35,15
100862112,0,0,0,0,0,0,0,0,0,0,0,0
14755,1003,902,1157,897,840,735,747,910,855,1362,1060,919
621239,0,0,1,0,0,0,0,0,0,0,0,0
100034748,0,0,1,1,0,1,1,1,0,1,0,0
240054,43,40,59,56,53,48,47,61,64,87,55,53
50817,376,315,486,504,481,409,448,524,563,525,413,353
69431,9,6,9,4,10,10,5,8,12,11,11,7
215445,400,425,547,342,269,250,192,218,222,623,489,409
26378,486,547,591,477,470,403,307,355,351,849,668,544
56520,302,375,337,225,193,177,58,60,39,566,494,439
60455,1836,2085,2298,2354,2386,2004,223,331,299,8194,6031,5923
68611,1055,1576,1282,793,823,713,555,671,664,1833,1370,1231
12005,1466,1583,1797,1495,1471,1297,1000,1232,1193,2342,1814,1628
69191,0,0,0,0,5,3,2,0,4,2,3,1
14570,1,2,1,1,0,0,0,2,0,2,0,0
50782,77,52,83,104,94,72,15,9,10,77,74,61
106581,2128,2633,2792,2196,2131,1827,1801,2260,2104,4239,3229,2910
100504036,4,3,4,8,5,2,3,8,7,10,5,7
66978,935,971,1007,1010,962,904,903,1010,907,1409,1061,1001
240055,611,742,830,430,423,369,131,174,161,701,542,481
19252,451,493,508,270,273,217,449,512,470,798,577,576
100862171,0,0,0,1,0,0,0,0,0,0,0,0
666668,0,2,0,1,0,2,0,2,1,2,1,3
67458,1893,1913,2268,1179,1111,922,1362,1672,1605,2209,1599,1508
11974,2005,2883,2517,1946,1898,1670,2803,3593,3175,3424,2600,2448
77128,1049,1011,1284,1339,1296,1065,1319,1563,1509,1568,1243,1210
224630,189,318,233,208,226,197,165,213,188,336,250,249
18091,0,0,0,0,0,0,0,0,0,0,0,0
16580,460,493,532,399,349,318,82,95,79,534,381,397
21652,368,401,432,446,421,369,266,282,288,435,321,314
67675,807,1157,945,687,636,509,484,577,607,1281,1054,963
240057,20,19,18,21,4,9,8,4,5,25,20,18
100526534,0,0,0,0,0,0,0,0,0,0,0,0
474156,326,293,370,308,327,271,283,342,346,484,353,365
70772,20,11,27,33,40,13,19,12,18,20,12,9
12018,2915,3291,3357,4213,3998,3615,2052,2497,2233,4195,3083,2966
16440,3099,2725,3755,3016,2750,2318,795,915,903,2591,1987,1879
67267,583,912,744,557,578,502,290,327,343,811,620,609
271424,0,0,0,1,0,2,0,0,2,0,5,0
224640,908,1265,1145,1374,1369,1156,1614,1935,1915,1615,1237,1152
100038429,1,2,1,0,1,7,0,0,0,0,0,1
268934,0,1,0,0,0,3,0,0,0,0,0,0
677010,0,1,0,0,3,3,0,2,0,2,3,2
15361,2639,3143,3330,3596,3403,3029,3967,4510,4558,3896,3068,2731
106672,570,848,659,884,795,679,618,747,762,910,647,595
56409,1546,2120,1854,2055,1887,1683,1529,1852,1833,2416,1865,1815
67097,3247,4701,3772,3746,3650,3250,3404,4108,4153,5267,4090,3898
23969,20,15,24,62,57,57,13,22,24,7,8,5
30051,0,0,1,0,1,0,0,0,0,1,0,0
224647,3259,3865,3971,4892,4882,4205,3884,4658,4593,5200,3900,3628
20630,695,994,825,667,704,547,416,489,434,999,813,668
224648,1037,910,1338,2678,2593,2210,727,830,800,1712,1234,1215
68776,533,580,562,520,471,465,391,474,445,673,510,497
224650,1536,1523,1758,1984,2027,1656,1733,2115,1948,2730,1974,1847
21463,7,11,13,7,7,3,6,13,10,10,10,9
268935,2,3,2,0,0,2,3,4,4,3,2,0
100504186,16,11,13,9,4,7,16,9,12,17,22,14
224656,212,213,268,177,178,166,166,209,155,294,215,210
23853,1263,1643,1601,1476,1432,1177,511,631,591,2068,1524,1422
19015,585,625,749,1025,1010,822,515,676,618,2003,1564,1350
69050,4,5,2,3,5,5,6,2,4,8,7,3
72775,391,416,413,339,345,333,451,517,511,563,414,361
19896,4673,6990,5450,4771,4275,4017,5247,6725,6035,7231,5650,5353
21678,6,2,2,1,0,6,6,4,7,7,5,12
22157,0,0,0,2,0,0,0,0,0,0,0,0
14229,1256,1473,1489,665,625,525,580,779,661,1204,836,814
100862287,0,0,0,0,0,0,0,0,0,0,0,0
320187,5,2,6,9,5,10,2,1,0,4,2,0
67645,0,0,0,1,0,0,0,0,0,0,0,0
328788,0,0,0,0,0,0,0,0,0,0,0,0
109791,0,0,0,0,0,1,0,0,0,0,1,0
328789,1,0,0,0,1,2,1,0,0,0,2,0
20815,1033,977,1207,1062,1119,904,630,806,801,1460,1118,1064
224661,0,1,1,0,1,1,0,0,0,4,0,3
26416,4498,4657,5512,5289,4974,4374,2438,3055,2856,6206,4747,4379
26415,7,20,10,100,98,90,9,7,10,21,14,19
268936,555,421,655,637,578,506,468,478,517,745,642,526
433091,0,0,0,0,0,0,0,0,0,0,0,0
207819,3,5,1,21,22,17,0,0,0,12,8,5
74179,0,0,0,0,0,0,0,0,0,0,0,0
69307,0,0,0,0,0,0,0,0,1,0,0,1
66989,1370,1420,1638,1143,1161,994,1053,1242,1133,2112,1581,1461
106504,2622,2659,3227,2411,2463,2037,2990,3612,3412,3859,2814,2709
20383,4080,5620,4711,3073,2941,2610,2204,2536,2424,5612,4344,3993
100504267,46,39,55,61,68,50,7,12,2,52,44,42
12575,5056,6420,6095,5708,5530,4907,2700,3273,3011,5811,4473,4168
442827,94,84,105,49,41,44,45,41,46,94,61,92
240058,0,1,0,1,1,0,20,33,30,1,0,0
68816,822,1113,987,568,616,570,401,516,552,1053,794,803
80748,876,1101,1057,1201,1234,1010,777,1000,850,1354,1051,984
100043348,2,2,1,2,0,3,2,3,4,1,5,1
74116,27,42,41,33,19,16,27,24,24,77,41,47
56462,3781,5003,4570,3289,3288,2847,2761,3348,3142,5945,4488,4091
26382,1599,1796,2045,6474,6096,5316,228,248,288,2721,2104,2021
18712,493,571,640,2574,2424,2075,1370,1673,1598,2416,1666,1556
71138,3,4,0,0,7,2,2,6,1,1,0,3
381085,567,610,687,539,562,455,412,528,452,884,648,633
74092,5,2,3,1,2,3,4,3,2,8,3,3
58230,402,467,443,356,334,323,300,371,354,561,417,402
100504304,0,0,0,0,0,1,0,2,1,0,0,1
74157,2000,1969,2371,2432,2411,2127,1110,1333,1315,2503,1908,1817
68597,307,370,406,358,346,336,265,328,271,388,328,319
74762,31,24,17,34,31,37,41,71,51,26,26,22
21769,1323,1572,1541,1814,1741,1531,1218,1429,1310,2116,1638,1587
224671,766,857,946,785,772,725,753,898,777,1268,988,910
623169,11,27,13,15,21,6,10,20,9,14,15,14
109801,558,706,688,503,421,384,502,553,525,905,690,632
67522,0,0,0,0,0,0,0,0,0,1,0,0
13417,17,9,19,3,3,4,15,7,11,17,8,7
14652,0,0,0,0,0,0,0,0,0,0,0,0
100038436,0,0,0,0,0,0,0,0,0,0,0,0
52020,0,0,0,0,0,0,2,0,2,0,1,1
11307,1200,1283,1403,4667,4475,3906,12367,14773,13784,1755,1347,1207
21786,0,0,0,0,0,0,0,0,0,0,0,0
21785,0,0,0,0,0,0,0,0,0,0,0,0
21784,0,0,0,0,0,0,0,0,0,0,0,0
140765,0,0,0,0,1,2,1,0,0,0,0,0
328795,8,6,9,3,4,3,3,7,7,4,6,8
22092,16,12,10,8,3,2,0,0,0,9,10,11
224674,162,172,201,284,277,251,47,71,63,244,180,191
